#    	x	    f(x)	         f'(x)	    f'(x) 	   f''(x)	    f''(x)
#    	 	         	       analytical    finite    analytical    finite
    -4.182	   339.428	  -404.929	  -404.429	   470.429	   470.361
    -4.180	   338.619	  -403.989	  -403.491	   469.359	   469.291
    -4.178	   337.812	  -403.051	  -402.554	   468.290	   468.223
    -4.176	   337.007	  -402.116	  -401.620	   467.225	   467.157
    -4.174	   336.204	  -401.183	  -400.688	   466.161	   466.094
    -4.172	   335.402	  -400.251	  -399.758	   465.100	   465.033
    -4.170	   334.603	  -399.322	  -398.830	   464.042	   463.974
    -4.168	   333.805	  -398.395	  -397.904	   462.985	   462.918
    -4.166	   333.009	  -397.470	  -396.980	   461.931	   461.865
    -4.164	   332.215	  -396.548	  -396.058	   460.880	   460.813
    -4.162	   331.423	  -395.627	  -395.139	   459.831	   459.764
    -4.160	   330.633	  -394.708	  -394.222	   458.784	   458.718
    -4.158	   329.845	  -393.792	  -393.306	   457.739	   457.673
    -4.156	   329.058	  -392.878	  -392.393	   456.697	   456.631
    -4.154	   328.273	  -391.965	  -391.482	   455.658	   455.592
    -4.152	   327.490	  -391.055	  -390.573	   454.620	   454.554
    -4.150	   326.709	  -390.147	  -389.666	   453.585	   453.519
    -4.148	   325.930	  -389.241	  -388.761	   452.552	   452.487
    -4.146	   325.152	  -388.337	  -387.858	   451.522	   451.456
    -4.144	   324.377	  -387.435	  -386.957	   450.493	   450.428
    -4.142	   323.603	  -386.535	  -386.058	   449.468	   449.403
    -4.140	   322.831	  -385.637	  -385.161	   448.444	   448.379
    -4.138	   322.060	  -384.741	  -384.267	   447.423	   447.358
    -4.136	   321.292	  -383.848	  -383.374	   446.404	   446.339
    -4.134	   320.525	  -382.956	  -382.483	   445.387	   445.323
    -4.132	   319.760	  -382.066	  -381.595	   444.373	   444.308
    -4.130	   318.997	  -381.179	  -380.708	   443.360	   443.296
    -4.128	   318.235	  -380.293	  -379.823	   442.351	   442.287
    -4.126	   317.476	  -379.409	  -378.941	   441.343	   441.279
    -4.124	   316.718	  -378.528	  -378.060	   440.338	   440.274
    -4.122	   315.962	  -377.648	  -377.182	   439.335	   439.271
    -4.120	   315.207	  -376.771	  -376.305	   438.334	   438.270
    -4.118	   314.455	  -375.895	  -375.431	   437.335	   437.272
    -4.116	   313.704	  -375.021	  -374.558	   436.339	   436.276
    -4.114	   312.955	  -374.150	  -373.688	   435.345	   435.282
    -4.112	   312.207	  -373.280	  -372.819	   434.353	   434.290
    -4.110	   311.462	  -372.412	  -371.952	   433.363	   433.300
    -4.108	   310.718	  -371.547	  -371.088	   432.376	   432.313
    -4.106	   309.976	  -370.683	  -370.225	   431.390	   431.328
    -4.104	   309.235	  -369.821	  -369.364	   430.407	   430.345
    -4.102	   308.496	  -368.962	  -368.506	   429.427	   429.364
    -4.100	   307.759	  -368.104	  -367.649	   428.448	   428.386
    -4.098	   307.024	  -367.248	  -366.794	   427.471	   427.410
    -4.096	   306.291	  -366.394	  -365.941	   426.497	   426.436
    -4.094	   305.559	  -365.542	  -365.090	   425.525	   425.464
    -4.092	   304.829	  -364.692	  -364.241	   424.555	   424.494
    -4.090	   304.100	  -363.844	  -363.394	   423.588	   423.526
    -4.088	   303.373	  -362.998	  -362.549	   422.622	   422.561
    -4.086	   302.648	  -362.154	  -361.706	   421.659	   421.598
    -4.084	   301.925	  -361.311	  -360.865	   420.698	   420.637
    -4.082	   301.203	  -360.471	  -360.025	   419.739	   419.678
    -4.080	   300.483	  -359.632	  -359.188	   418.782	   418.721
    -4.078	   299.765	  -358.796	  -358.352	   417.827	   417.767
    -4.076	   299.048	  -357.961	  -357.519	   416.875	   416.814
    -4.074	   298.333	  -357.128	  -356.687	   415.924	   415.864
    -4.072	   297.619	  -356.298	  -355.857	   414.976	   414.916
    -4.070	   296.908	  -355.469	  -355.029	   414.030	   413.970
    -4.068	   296.198	  -354.642	  -354.203	   413.086	   413.026
    -4.066	   295.489	  -353.816	  -353.379	   412.144	   412.084
    -4.064	   294.783	  -352.993	  -352.557	   411.204	   411.144
    -4.062	   294.077	  -352.172	  -351.736	   410.266	   410.207
    -4.060	   293.374	  -351.352	  -350.918	   409.330	   409.271
    -4.058	   292.672	  -350.535	  -350.101	   408.397	   408.338
    -4.056	   291.972	  -349.719	  -349.286	   407.466	   407.407
    -4.054	   291.273	  -348.905	  -348.473	   406.536	   406.477
    -4.052	   290.576	  -348.093	  -347.662	   405.609	   405.550
    -4.050	   289.881	  -347.282	  -346.853	   404.684	   404.625
    -4.048	   289.187	  -346.474	  -346.046	   403.761	   403.702
    -4.046	   288.495	  -345.668	  -345.240	   402.840	   402.782
    -4.044	   287.805	  -344.863	  -344.436	   401.921	   401.863
    -4.042	   287.116	  -344.060	  -343.634	   401.004	   400.946
    -4.040	   286.429	  -343.259	  -342.834	   400.089	   400.031
    -4.038	   285.743	  -342.460	  -342.036	   399.176	   399.119
    -4.036	   285.059	  -341.662	  -341.240	   398.266	   398.208
    -4.034	   284.376	  -340.867	  -340.445	   397.357	   397.300
    -4.032	   283.696	  -340.073	  -339.652	   396.451	   396.393
    -4.030	   283.016	  -339.281	  -338.861	   395.546	   395.489
    -4.028	   282.339	  -338.491	  -338.072	   394.643	   394.586
    -4.026	   281.662	  -337.703	  -337.285	   393.743	   393.686
    -4.024	   280.988	  -336.916	  -336.499	   392.844	   392.788
    -4.022	   280.315	  -336.131	  -335.715	   391.948	   391.891
    -4.020	   279.643	  -335.348	  -334.933	   391.053	   390.997
    -4.018	   278.974	  -334.567	  -334.153	   390.161	   390.105
    -4.016	   278.305	  -333.788	  -333.375	   389.271	   389.214
    -4.014	   277.638	  -333.010	  -332.598	   388.382	   388.326
    -4.012	   276.973	  -332.234	  -331.823	   387.496	   387.440
    -4.010	   276.310	  -331.460	  -331.050	   386.611	   386.555
    -4.008	   275.647	  -330.688	  -330.279	   385.729	   385.673
    -4.006	   274.987	  -329.918	  -329.509	   384.848	   384.793
    -4.004	   274.328	  -329.149	  -328.741	   383.970	   383.914
    -4.002	   273.670	  -328.382	  -327.975	   383.093	   383.038
    -4.000	   273.014	  -327.617	  -327.243	   382.219	   365.930
    -3.998	   272.360	  -326.853	  -326.481	   381.346	   381.369
    -3.996	   271.707	  -326.091	  -325.720	   380.475	   380.498
    -3.994	   271.056	  -325.331	  -324.960	   379.606	   379.629
    -3.992	   270.406	  -324.573	  -324.203	   378.740	   378.762
    -3.990	   269.757	  -323.816	  -323.447	   377.875	   377.897
    -3.988	   269.110	  -323.061	  -322.693	   377.012	   377.034
    -3.986	   268.465	  -322.308	  -321.941	   376.151	   376.173
    -3.984	   267.821	  -321.556	  -321.190	   375.292	   375.314
    -3.982	   267.179	  -320.807	  -320.441	   374.435	   374.457
    -3.980	   266.538	  -320.059	  -319.694	   373.579	   373.602
    -3.978	   265.898	  -319.312	  -318.948	   372.726	   372.748
    -3.976	   265.260	  -318.568	  -318.205	   371.875	   371.897
    -3.974	   264.624	  -317.825	  -317.462	   371.025	   371.047
    -3.972	   263.989	  -317.083	  -316.722	   370.178	   370.200
    -3.970	   263.356	  -316.344	  -315.983	   369.332	   369.354
    -3.968	   262.724	  -315.606	  -315.246	   368.488	   368.510
    -3.966	   262.093	  -314.870	  -314.511	   367.647	   367.669
    -3.964	   261.464	  -314.135	  -313.777	   366.807	   366.829
    -3.962	   260.837	  -313.403	  -313.045	   365.969	   365.990
    -3.960	   260.210	  -312.671	  -312.315	   365.132	   365.154
    -3.958	   259.586	  -311.942	  -311.586	   364.298	   364.320
    -3.956	   258.963	  -311.214	  -310.859	   363.466	   363.487
    -3.954	   258.341	  -310.488	  -310.134	   362.635	   362.657
    -3.952	   257.721	  -309.764	  -309.410	   361.807	   361.828
    -3.950	   257.102	  -309.041	  -308.688	   360.980	   361.001
    -3.948	   256.484	  -308.320	  -307.968	   360.155	   360.176
    -3.946	   255.868	  -307.600	  -307.249	   359.332	   359.353
    -3.944	   255.254	  -306.882	  -306.532	   358.510	   358.532
    -3.942	   254.641	  -306.166	  -305.817	   357.691	   357.712
    -3.940	   254.029	  -305.451	  -305.103	   356.874	   356.895
    -3.938	   253.419	  -304.738	  -304.391	   356.058	   356.079
    -3.936	   252.810	  -304.027	  -303.680	   355.244	   355.265
    -3.934	   252.203	  -303.317	  -302.971	   354.432	   354.453
    -3.932	   251.597	  -302.609	  -302.264	   353.622	   353.643
    -3.930	   250.992	  -301.903	  -301.558	   352.813	   352.834
    -3.928	   250.389	  -301.198	  -300.854	   352.007	   352.028
    -3.926	   249.787	  -300.495	  -300.152	   351.202	   351.223
    -3.924	   249.187	  -299.793	  -299.451	   350.399	   350.420
    -3.922	   248.588	  -299.093	  -298.752	   349.598	   349.619
    -3.920	   247.991	  -298.395	  -298.054	   348.799	   348.819
    -3.918	   247.395	  -297.698	  -297.358	   348.001	   348.022
    -3.916	   246.800	  -297.003	  -296.663	   347.205	   347.226
    -3.914	   246.206	  -296.309	  -295.971	   346.411	   346.432
    -3.912	   245.615	  -295.617	  -295.279	   345.619	   345.640
    -3.910	   245.024	  -294.926	  -294.590	   344.829	   344.849
    -3.908	   244.435	  -294.237	  -293.901	   344.040	   344.060
    -3.906	   243.847	  -293.550	  -293.215	   343.253	   343.274
    -3.904	   243.261	  -292.864	  -292.530	   342.468	   342.488
    -3.902	   242.675	  -292.180	  -291.846	   341.685	   341.705
    -3.900	   242.092	  -291.498	  -291.165	   340.903	   340.924
    -3.898	   241.509	  -290.816	  -290.484	   340.124	   340.144
    -3.896	   240.928	  -290.137	  -289.806	   339.346	   339.366
    -3.894	   240.349	  -289.459	  -289.128	   338.569	   338.589
    -3.892	   239.771	  -288.783	  -288.453	   337.795	   337.815
    -3.890	   239.194	  -288.108	  -287.779	   337.022	   337.042
    -3.888	   238.618	  -287.435	  -287.106	   336.251	   336.271
    -3.886	   238.044	  -286.763	  -286.435	   335.482	   335.501
    -3.884	   237.471	  -286.093	  -285.766	   334.714	   334.734
    -3.882	   236.899	  -285.424	  -285.098	   333.948	   333.968
    -3.880	   236.329	  -284.757	  -284.431	   333.184	   333.204
    -3.878	   235.760	  -284.091	  -283.766	   332.422	   332.441
    -3.876	   235.193	  -283.427	  -283.103	   331.661	   331.681
    -3.874	   234.627	  -282.764	  -282.441	   330.902	   330.922
    -3.872	   234.062	  -282.103	  -281.781	   330.145	   330.164
    -3.870	   233.498	  -281.444	  -281.122	   329.389	   329.409
    -3.868	   232.936	  -280.786	  -280.465	   328.635	   328.655
    -3.866	   232.375	  -280.129	  -279.809	   327.883	   327.903
    -3.864	   231.815	  -279.474	  -279.154	   327.133	   327.152
    -3.862	   231.257	  -278.820	  -278.502	   326.384	   326.403
    -3.860	   230.700	  -278.168	  -277.850	   325.637	   325.656
    -3.858	   230.144	  -277.518	  -277.201	   324.892	   324.911
    -3.856	   229.590	  -276.869	  -276.552	   324.148	   324.167
    -3.854	   229.037	  -276.221	  -275.905	   323.406	   323.425
    -3.852	   228.485	  -275.575	  -275.260	   322.665	   322.684
    -3.850	   227.934	  -274.930	  -274.616	   321.927	   321.946
    -3.848	   227.385	  -274.287	  -273.974	   321.190	   321.209
    -3.846	   226.837	  -273.646	  -273.333	   320.454	   320.473
    -3.844	   226.290	  -273.005	  -272.693	   319.720	   319.739
    -3.842	   225.745	  -272.367	  -272.055	   318.988	   319.007
    -3.840	   225.201	  -271.729	  -271.419	   318.258	   318.277
    -3.838	   224.658	  -271.094	  -270.783	   317.529	   317.548
    -3.836	   224.117	  -270.459	  -270.150	   316.802	   316.821
    -3.834	   223.576	  -269.826	  -269.518	   316.077	   316.095
    -3.832	   223.037	  -269.195	  -268.887	   315.353	   315.371
    -3.830	   222.499	  -268.565	  -268.258	   314.630	   314.649
    -3.828	   221.963	  -267.936	  -267.630	   313.910	   313.928
    -3.826	   221.428	  -267.309	  -267.003	   313.191	   313.209
    -3.824	   220.894	  -266.684	  -266.378	   312.473	   312.492
    -3.822	   220.361	  -266.059	  -265.755	   311.758	   311.776
    -3.820	   219.829	  -265.436	  -265.133	   311.044	   311.062
    -3.818	   219.299	  -264.815	  -264.512	   310.331	   310.349
    -3.816	   218.770	  -264.195	  -263.893	   309.620	   309.638
    -3.814	   218.242	  -263.576	  -263.275	   308.911	   308.929
    -3.812	   217.716	  -262.959	  -262.658	   308.203	   308.221
    -3.810	   217.190	  -262.344	  -262.043	   307.497	   307.515
    -3.808	   216.666	  -261.729	  -261.430	   306.792	   306.810
    -3.806	   216.143	  -261.116	  -260.817	   306.089	   306.107
    -3.804	   215.622	  -260.505	  -260.207	   305.388	   305.406
    -3.802	   215.101	  -259.895	  -259.597	   304.688	   304.706
    -3.800	   214.582	  -259.286	  -258.989	   303.990	   304.008
    -3.798	   214.064	  -258.679	  -258.382	   303.293	   303.311
    -3.796	   213.547	  -258.073	  -257.777	   302.598	   302.616
    -3.794	   213.032	  -257.468	  -257.173	   301.905	   301.923
    -3.792	   212.517	  -256.865	  -256.571	   301.213	   301.231
    -3.790	   212.004	  -256.263	  -255.970	   300.523	   300.540
    -3.788	   211.492	  -255.663	  -255.370	   299.834	   299.851
    -3.786	   210.982	  -255.064	  -254.772	   299.146	   299.164
    -3.784	   210.472	  -254.466	  -254.175	   298.461	   298.478
    -3.782	   209.964	  -253.870	  -253.579	   297.777	   297.794
    -3.780	   209.456	  -253.275	  -252.985	   297.094	   297.111
    -3.778	   208.950	  -252.682	  -252.392	   296.413	   296.430
    -3.776	   208.446	  -252.089	  -251.801	   295.733	   295.751
    -3.774	   207.942	  -251.499	  -251.210	   295.055	   295.073
    -3.772	   207.440	  -250.909	  -250.622	   294.379	   294.396
    -3.770	   206.938	  -250.321	  -250.034	   293.704	   293.721
    -3.768	   206.438	  -249.734	  -249.448	   293.030	   293.048
